標準分類編碼,行情代號(水產品代號),品種,中文名稱,英文名稱,學名名稱,俗名名稱
4711247297011,,統稱(其他),蕺菜,Chameleon Plant， Heartleaf， Saururis， tsi,Houttuynia cordata  Thunb.,魚腥草，臭臊草，臭腥草，臭瘥草，手藥
4711247297097,,統稱(其他),蕺菜,Chameleon Plant， Heartleaf， Saururis， tsi,Houttuynia cordata  Thunb.,魚腥草，臭臊草，臭腥草，臭瘥草，手藥
4711247298001,,,辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298018,,,辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298094,FV9,,辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298100,FV3,,雞心辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247222204,FU2,綠皮種,隼人瓜苗,Chayote shoots， Vegetable pear shoots,Sechium edule  (Jacq.) Swartz.,龍鬚菜，佛手瓜苗
4711247222211,,綠皮種,隼人瓜苗,Chayote shoots， Vegetable pear shoots,Sechium edule  (Jacq.) Swartz.,龍鬚菜，佛手瓜苗
4711247222297,,綠皮種,隼人瓜苗,Chayote shoots， Vegetable pear shoots,Sechium edule  (Jacq.) Swartz.,龍鬚菜，佛手瓜苗
4711247223003,,統稱(其他),蛇瓜,Snake gourd， Club gourd,Trichosanthes anguina  L.,蠻果，蛇王瓜
4711247223010,,統稱(其他),蛇瓜,Snake gourd， Club gourd,Trichosanthes anguina  L.,蠻果，蛇王瓜
4711247223096,,統稱(其他),蛇瓜,Snake gourd， Club gourd,Trichosanthes anguina  L.,蠻果，蛇王瓜
4711247224000,SK1,統稱(其他),荸薺,Water chestnut， Ma-Tai,Eleocharis dulcis  (Burm. f.) Trin. ex Henschel,地栗，馬蹄，馬薯，烏芋，水燈心草，水蔥仔
4711247224017,,統稱(其他),荸薺,Water chestnut， Ma-Tai,Eleocharis dulcis  (Burm. f.) Trin. ex Henschel,地栗，馬蹄，馬薯，烏芋，水燈心草，水蔥仔
4711247224093,,統稱(其他),荸薺,Water chestnut， Ma-Tai,Eleocharis dulcis  (Burm. f.) Trin. ex Henschel,地栗，馬蹄，馬薯，烏芋，水燈心草，水蔥仔
4711247225007,,統稱(其他),山藥類,Yam,Dioscorea  spp.,山藩，淮山，薯蕷， 山芋，藷蕷，黃藥子，山慈姑，獨黃
4711247373500,SX3,,豌豆芽,Garden pea sprout,Pisum sativum  L.,
4711247373517,,,豌豆芽,Garden pea sprout,Pisum sativum  L.,
4711247373524,,,豌豆芽,Garden pea sprout,Pisum sativum  L.,
4711247373531,,,豌豆芽,Garden pea sprout,Pisum sativum  L.,
4711247373593,,,豌豆芽,Garden pea sprout,Pisum sativum  L.,
4711247373609,SX0,,蠶豆芽,Broad bean sprout,Vicia faba  L.,
4711247373616,,,蠶豆芽,Broad bean sprout,Vicia faba  L.,
4711247373623,,,蠶豆芽,Broad bean sprout,Vicia faba  L.,
4711247373630,,,蠶豆芽,Broad bean sprout,Vicia faba  L.,
4711247373692,,,蠶豆芽,Broad bean sprout,Vicia faba  L.,
4711247353007,,統稱(其他),東方芹,NA,,
4711247353014,,統稱(其他),東方芹,NA,,
4711247353090,LG9,統稱(其他),東方芹,NA,,
4711247353106,,白骨青葉，白骨白葉，白芹，黃心芹菜，田尾黃心,葉芹,Celery,Apium graveolens  L. var.  secalnum,旱芹， 藥芹，芹菜，塘蒿
4711247353113,,白骨青葉，白骨白葉，白芹，黃心芹菜，田尾黃心,葉芹,Celery,Apium graveolens  L. var.  secalnum,旱芹， 藥芹，芹菜，塘蒿
4711247353199,,白骨青葉，白骨白葉，白芹，黃心芹菜，田尾黃心,葉芹,Celery,Apium graveolens  L. var.  secalnum,旱芹， 藥芹，芹菜，塘蒿
4711247353205,LG5,抽管芹,芹菜管,Celery,Apium graveolens  L. var.  secalnum,芹菜弄
4711247353212,,抽管芹,芹菜管,Celery,Apium graveolens  L. var.  secalnum,芹菜弄
4711247353298,LG9,抽管芹,芹菜管,Celery,Apium graveolens  L. var.  secalnum,芹菜弄
4711247355001,,統稱(其他),根芹菜,Celeriac， Turnip-rooted celery,Apium graveolens  L. var.  rapaceum  Mill.,
4711247256513,,台中15號， 黑目,豌豆苗,Leafy pae，                Tender-shoot pea,Pisum sativum  L.,荷蘭豆鬚
4711247256520,,台中15號， 黑目,豌豆苗,Leafy pae，                Tender-shoot pea,Pisum sativum  L.,荷蘭豆鬚
4711247256599,FL9,台中15號， 黑目,豌豆苗,Leafy pae，                Tender-shoot pea,Pisum sativum  L.,荷蘭豆鬚
4711247267007,FN4,統稱(其他),翼豆,Winged bean,Psophocarpus tetragonolobus  DC.,四棱豆、龍豆、楊桃豆、翅豆、四角豆
4711247267014,,統稱(其他),翼豆,Winged bean,Psophocarpus tetragonolobus  DC.,四棱豆、龍豆、楊桃豆、翅豆、四角豆
4711247267090,,統稱(其他),翼豆,Winged bean,Psophocarpus tetragonolobus  DC.,四棱豆、龍豆、楊桃豆、翅豆、四角豆
4711247268004,,統稱(其他),蠶豆,Broad bean,Vicia faba   L.,胡豆，佛豆，羅漢豆，馬齒豆
4711247268011,,統稱(其他),蠶豆,Broad bean,Vicia faba   L.,胡豆，佛豆，羅漢豆，馬齒豆
4711247268097,,統稱(其他),蠶豆,Broad bean,Vicia faba   L.,胡豆，佛豆，羅漢豆，馬齒豆
4711247269001,,苦瓜豆，三尺青皮，白皮白仁，白皮黑灰仁,豇豆統稱(其他),Asparagus bean， Yard long bean,Vigna unguiculata  (L.) Walp. ssp.  sesquipedalis  Verdn.,菜豆，豆角，筷豆
4711247390606,,,石蓴,Green laver， Lettuce laver， Sea grass， Sea lettuce,Ulva lactuca  L.,菜石蓴， 海青菜， 粗海菜， 岩頭青
4711247390613,,,石蓴,Green laver， Lettuce laver， Sea grass， Sea lettuce,Ulva lactuca  L.,菜石蓴， 海青菜， 粗海菜， 岩頭青
4711247390699,,,石蓴,Green laver， Lettuce laver， Sea grass， Sea lettuce,Ulva lactuca  L.,菜石蓴， 海青菜， 粗海菜， 岩頭青
4711247396004,,統稱(其他),食用菌類,NA,,
4711247396011,,統稱(其他),食用菌類,NA,,
4711247396028,,統稱(其他),食用菌類,NA,,
4711247396097,,統稱(其他),食用菌類,NA,,
4711247396103,MG1,,巴西蘑菇,ABM mushroom,Agaricus blazei  Murrill,姬松茸
4711247396110,,,巴西蘑菇,ABM mushroom,Agaricus blazei  Murrill,姬松茸
4711247396127,,,巴西蘑菇,ABM mushroom,Agaricus blazei  Murrill,姬松茸
4711247298117,,,雞心辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298193,FV9,,雞心辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298209,,,紅辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298216,,,紅辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298292,,,紅辣椒,Chili,Capsicum annuum  L.,番仔薑，紅辣椒
4711247298308,,,青辣椒,Chili,Capsicum annuum  L.,番仔薑
4711247298315,,,青辣椒,Chili,Capsicum annuum  L.,番仔薑
4711247298391,,,青辣椒,Chili,Capsicum annuum  L.,番仔薑
4711247298407,,,(其他),NA,Capsicum  spp.,
4711247298414,,,(其他),NA,Capsicum  spp.,
4711247103015,,統稱(其他),瑞典蕪菁,Swede， Swede turnip， Rutabaga,Brassica napus   L. var.  napobrassica  (L.)Reichb.,
4711247103091,,統稱(其他),瑞典蕪菁,Swede， Swede turnip， Rutabaga,Brassica napus   L. var.  napobrassica  (L.)Reichb.,
4711247104005,,統稱(其他),甘藍類,NA,,
4711247104012,,統稱(其他),甘藍類,NA,,
4711247104098,LA9,統稱(其他),甘藍類,NA,,
4711247104104,LA1,初秋， 夏峰，高峰,甘藍,Cabbage,Brassica oleracea  L. var.  capitata  L.,高麗菜，包菜 ，蓮花菜，捲心菜，洋白菜
4711247104111,,初秋， 夏峰，高峰,甘藍,Cabbage,Brassica oleracea  L. var.  capitata  L.,高麗菜，包菜 ，蓮花菜，捲心菜，洋白菜
4711247104197,LA9,初秋， 夏峰，高峰,甘藍,Cabbage,Brassica oleracea  L. var.  capitata  L.,高麗菜，包菜 ，蓮花菜，捲心菜，洋白菜
4711247104203,LA4,日本帥，旭光,紫甘藍,Red cabbage,Brassica oleracea  L. var.  rubra  DC.,紅色高麗菜，紅玉菜，紫甘藍，紫高麗菜
4711247104210,,日本帥，旭光,紫甘藍,Red cabbage,Brassica oleracea  L. var.  rubra  DC.,紅色高麗菜，紅玉菜，紫甘藍，紫高麗菜
4711247074025,LI8,統稱(其他),萵苣類,NA,Lactuca sativa  L.,
4711247074032,,統稱(其他),萵苣類,NA,Lactuca sativa  L.,
4711247074094,LI9,統稱(其他),萵苣類,NA,Lactuca sativa  L.,
4711247074100,,,葉萵苣,Cutting lettuce， Leaf lettuce,Lactuca sativa  L.,萵仔菜，A菜，鵝仔菜
4711247074117,,,葉萵苣,Cutting lettuce， Leaf lettuce,Lactuca sativa  L.,萵仔菜，A菜，鵝仔菜
4711247074124,,,葉萵苣,Cutting lettuce， Leaf lettuce,Lactuca sativa  L.,萵仔菜，A菜，鵝仔菜
4711247074131,,,葉萵苣,Cutting lettuce， Leaf lettuce,Lactuca sativa  L.,萵仔菜，A菜，鵝仔菜
4711247074193,,,葉萵苣,Cutting lettuce， Leaf lettuce,Lactuca sativa  L.,萵仔菜，A菜，鵝仔菜
4711247074209,,,結球萵苣,Head lettuce,Lactuca sativa  var.  capitata  L.,球萵苣，包心萵苣，捲心萵苣菜，包心妹仔菜，包心媚仔菜
4711247074216,,,結球萵苣,Head lettuce,Lactuca sativa  var.  capitata  L.,球萵苣，包心萵苣，捲心萵苣菜，包心妹仔菜，包心媚仔菜
4711247127226,LD8,,青梗白菜,Pak-choi， Chinese mustard， Ching gan tsai,Brassica rapa  L. var.  chinensis  Rupn,青江白菜，大頭白菜，湯匙菜
4711247127233,,,青梗白菜,Pak-choi， Chinese mustard， Ching gan tsai,Brassica rapa  L. var.  chinensis  Rupn,青江白菜，大頭白菜，湯匙菜
4711247127295,,,青梗白菜,Pak-choi， Chinese mustard， Ching gan tsai,Brassica rapa  L. var.  chinensis  Rupn,青江白菜，大頭白菜，湯匙菜
4711247127301,LN1,早生，晚生，油菜花,油菜,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,胡菜，寒菜，苔菜，雲苔
4711247127318,,早生，晚生，油菜花,油菜,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,胡菜，寒菜，苔菜，雲苔
4711247127325,,早生，晚生，油菜花,油菜,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,胡菜，寒菜，苔菜，雲苔
4711247127394,,早生，晚生，油菜花,油菜,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,胡菜，寒菜，苔菜，雲苔
4711247127400,,,油菜苔,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,油菜心
4711247127417,,,油菜苔,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,油菜心
4711247127424,,,油菜苔,Edible rape，Rapeseed,Brassica rapa  L.  var.  japonica,油菜心
4711247291002,,統稱(其他),何首烏,Fleece flower root,Polygonum multiflorum  Thunb.,
4711247291019,,統稱(其他),何首烏,Fleece flower root,Polygonum multiflorum  Thunb.,
4711247291095,,統稱(其他),何首烏,Fleece flower root,Polygonum multiflorum  Thunb.,
4711247292009,LY3,統稱(其他),馬齒莧,Purslane,Portulaca oleracea  L.,豬母乳，長命菜，五行草，馬莧，瓜子菜，馬子菜
4711247292016,,統稱(其他),馬齒莧,Purslane,Portulaca oleracea  L.,豬母乳，長命菜，五行草，馬莧，瓜子菜，馬子菜
4711247292092,,統稱(其他),馬齒莧,Purslane,Portulaca oleracea  L.,豬母乳，長命菜，五行草，馬莧，瓜子菜，馬子菜
4711247293006,45,統稱(其他),草莓,Strawberry,Fragaria ananassa  Duch,
4711247293013,,統稱(其他),草莓,Strawberry,Fragaria ananassa  Duch,
4711247293020,,統稱(其他),草莓,Strawberry,Fragaria ananassa  Duch,
4711247293099,459,統稱(其他),草莓,Strawberry,Fragaria ananassa  Duch,
4711247347099,,統稱(其他),菱角,Water caltrop,Trapa bicornis  L.,菱，龍角，水花生菱，元寶，紅菱，水中落花生，羊角
4711247349000,,統稱(其他),蒔蘿,Dill,Anethum graveolens  L.,小茴香，土茴香，慈謀勒
4711247349017,,統稱(其他),蒔蘿,Dill,Anethum graveolens  L.,小茴香，土茴香，慈謀勒
4711247349093,,統稱(其他),蒔蘿,Dill,Anethum graveolens  L.,小茴香，土茴香，慈謀勒
4711247350006,,統稱(其他),明日葉,Ashitaba,Angelica keiskei,長壽草，八丈草，還陽草，珍立草，鹹草，明日草，海峰人參，天賜草
4711247350013,,統稱(其他),明日葉,Ashitaba,Angelica keiskei,長壽草，八丈草，還陽草，珍立草，鹹草，明日草，海峰人參，天賜草
4711247350099,,統稱(其他),明日葉,Ashitaba,Angelica keiskei,長壽草，八丈草，還陽草，珍立草，鹹草，明日草，海峰人參，天賜草
4711247351003,LG3,統稱(其他),西洋芹,Celery,Apium graveolens  L. var.  dulce,洋芹菜，金白芹菜，巨無霸芹菜
4711247351010,,統稱(其他),西洋芹,Celery,Apium graveolens  L. var.  dulce,洋芹菜，金白芹菜，巨無霸芹菜
4711247351096,LG9,統稱(其他),西洋芹,Celery,Apium graveolens  L. var.  dulce,洋芹菜，金白芹菜，巨無霸芹菜
4711247085090,,統稱(其他),欵冬,Butterbur， Fuki,Petasites japonicus   (Siebold et Zucc.) F. Schmidt,蕗
4711247086004,,統稱(其他),蒲公英,Dandelion,Taraxacum officinale  Wiggers,鵝仔草，蒲公草，苦菜，滿地金
4711247086011,,統稱(其他),蒲公英,Dandelion,Taraxacum officinale  Wiggers,鵝仔草，蒲公草，苦菜，滿地金
4711247086097,,統稱(其他),蒲公英,Dandelion,Taraxacum officinale  Wiggers,鵝仔草，蒲公草，苦菜，滿地金
4711247087001,,統稱(其他),蕹菜類,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247087018,,統稱(其他),蕹菜類,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247087094,,統稱(其他),蕹菜類,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247087100,LF1,白骨種，屏東大葉種,大葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247087117,,白骨種，屏東大葉種,大葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247087193,,白骨種，屏東大葉種,大葉蕹菜,Water convolvulus， Water spinach,Ipomoea aquatica  Forssk.,空心菜，應菜，竹葉菜，無心菜，葛菜，草菜，無心菜，甕菜
4711247053303,LU1,,根菾菜,Table beet， Beetroot， Garden beet,Beta vulgaris  L. Crassa group,火焰菜
4711247053310,,,根菾菜,Table beet， Beetroot， Garden beet,Beta vulgaris  L. Crassa group,火焰菜
4711247053396,,,根菾菜,Table beet， Beetroot， Garden beet,Beta vulgaris  L. Crassa group,火焰菜
4711247056007,,日本種,菠菜,Spinach,Spinacia oleracea  L.,飛龍菜，菠菱菜，風菱菜，風龍菜，赤根菜，波斯菜，角菜
4711247056014,,日本種,菠菜,Spinach,Spinacia oleracea  L.,飛龍菜，菠菱菜，風菱菜，風龍菜，赤根菜，波斯菜，角菜
4711247056090,LH9,日本種,菠菜,Spinach,Spinacia oleracea  L.,飛龍菜，菠菱菜，風菱菜，風龍菜，赤根菜，波斯菜，角菜
4711247058001,SM1,統稱(其他),牛蒡,Edible burdock,Arctium lappa  L.,吳某，吳帽，牛菜，蒡翁菜，大力子
4711247058018,,統稱(其他),牛蒡,Edible burdock,Arctium lappa  L.,吳某，吳帽，牛菜，蒡翁菜，大力子
4711247058094,SM9,統稱(其他),牛蒡,Edible burdock,Arctium lappa  L.,吳某，吳帽，牛菜，蒡翁菜，大力子
4711247059008,,統稱(其他),角菜,White mugwort,Artemisia lactiflora  Wallich ex DC.,珍珠菜，乳白艾，香甜菜，納艾香
4711247068000,,統稱(其他),食用薊,Cardoon,Cynara cardunculus  L.,菜薊
4711247068017,,統稱(其他),食用薊,Cardoon,Cynara cardunculus  L.,菜薊
4711247068093,,統稱(其他),食用薊,Cardoon,Cynara cardunculus  L.,菜薊
4711247069007,,統稱(其他),朝鮮薊,Artichoke， Globe artichoke,Cynara scolymus  L.,洋菜薊
4711247069014,,統稱(其他),朝鮮薊,Artichoke， Globe artichoke,Cynara scolymus  L.,洋菜薊
4711247069090,,統稱(其他),朝鮮薊,Artichoke， Globe artichoke,Cynara scolymus  L.,洋菜薊
4711247070003,,統稱(其他),昭和草,Fireweed,Erechtites valerianiolia  (Wolf ex Rchb) DC.,山茼蒿，神仙菜，野木耳，飢荒菜，飛機菜，太子草
4711247070010,,統稱(其他),昭和草,Fireweed,Erechtites valerianiolia  (Wolf ex Rchb) DC.,山茼蒿，神仙菜，野木耳，飢荒菜，飛機菜，太子草
4711247070096,,統稱(其他),昭和草,Fireweed,Erechtites valerianiolia  (Wolf ex Rchb) DC.,山茼蒿，神仙菜，野木耳，飢荒菜，飛機菜，太子草
4711247071000,LQ1,統稱(其他),紅鳳菜,Gynura,Gynura bicolor  DC.,紅蓊菜，紫背天葵，紅菜
4711247005098,SD9,統稱(其他),洋葱,Onion,Allium cepa  L.,玉葱， 葱頭
4711247010009,,統稱(其他),薤,Scallion，  Rakkyo，  Baker’s garlic,Allium chinense  G. Don.,蕎頭，蕗蕎，薤頭，火葱，大韭，蕎葱
4711247010016,,統稱(其他),薤,Scallion，  Rakkyo，  Baker’s garlic,Allium chinense  G. Don.,蕎頭，蕗蕎，薤頭，火葱，大韭，蕎葱
4711247010092,,統稱(其他),薤,Scallion，  Rakkyo，  Baker’s garlic,Allium chinense  G. Don.,蕎頭，蕗蕎，薤頭，火葱，大韭，蕎葱
4711247011006,,統稱(其他),青葱類,Welsh onion， Green onion,Allium fistulosum  L.,蔥仔，和事草，菜伯，火蔥
4711247011013,,統稱(其他),青葱類,Welsh onion， Green onion,Allium fistulosum  L.,蔥仔，和事草，菜伯，火蔥
4711247011099,SE9,統稱(其他),青葱類,Welsh onion， Green onion,Allium fistulosum  L.,蔥仔，和事草，菜伯，火蔥
4711247011105,SE3,,大葱,Welsh onion， Green onion,Allium fistulosum  L.,葉葱， 一條葱
4711247011112,,,大葱,Welsh onion， Green onion,Allium fistulosum  L.,葉葱， 一條葱
4711247011198,SE9,,大葱,Welsh onion， Green onion,Allium fistulosum  L.,葉葱， 一條葱
4711247373708,SX1,,綠豆芽,Mung bean sprout,Vigna radiata  (L.) R. Wilczek,
4711247373715,,,綠豆芽,Mung bean sprout,Vigna radiata  (L.) R. Wilczek,
4711247373722,,,綠豆芽,Mung bean sprout,Vigna radiata  (L.) R. Wilczek,
4711247373739,,,綠豆芽,Mung bean sprout,Vigna radiata  (L.) R. Wilczek,
4711247373791,,,綠豆芽,Mung bean sprout,Vigna radiata  (L.) R. Wilczek,
4711247373807,SX0,,蕎麥芽,Buckwheat sprout,Fagopyrum esculentum,
4711247373814,,,蕎麥芽,Buckwheat sprout,Fagopyrum esculentum,
4711247373821,,,蕎麥芽,Buckwheat sprout,Fagopyrum esculentum,
4711247373838,,,蕎麥芽,Buckwheat sprout,Fagopyrum esculentum,
4711247373890,,,蕎麥芽,Buckwheat sprout,Fagopyrum esculentum,
4711247245012,,統稱(其他),刀豆,Sword bean， Jack bean,Canavalia gladiata  (Jacq.) DC.,關刀豆，大刀豆，挾劍豆，白鳳豆
4711247245098,,統稱(其他),刀豆,Sword bean， Jack bean,Canavalia gladiata  (Jacq.) DC.,關刀豆，大刀豆，挾劍豆，白鳳豆
4711247246002,,高雄1，2，3，5，6，7，8號,毛豆,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246019,,高雄1，2，3，5，6，7，8號,毛豆,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246095,FQ9,高雄1，2，3，5，6，7，8號,毛豆,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246101,FQ2,,毛豆仁,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246118,,,毛豆仁,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246194,FQ9,,毛豆仁,Vegetable soy bean,Glycine max  (L.) Merrill,大豆，黃豆，枝豆
4711247246200,FQ1,,毛豆莢,Vegetable soy bean,Glycine max  (L.) Merrill,
4711247246217,,,毛豆莢,Vegetable soy bean,Glycine max  (L.) Merrill,
4711247138000,LC1,玉冠，白陽,結球白菜統稱(其他),Pe-tsai， Chinese cabbage，Celery cabbage,Brassica rapa  L. var.  pekinensis,包心白菜，卷心白菜，山東白菜，翠玉白菜，黃芽菜，大白菜
4711247138017,,玉冠，白陽,結球白菜統稱(其他),Pe-tsai， Chinese cabbage，Celery cabbage,Brassica rapa  L. var.  pekinensis,包心白菜，卷心白菜，山東白菜，翠玉白菜，黃芽菜，大白菜
4711247138093,LC9,玉冠，白陽,結球白菜統稱(其他),Pe-tsai， Chinese cabbage，Celery cabbage,Brassica rapa  L. var.  pekinensis,包心白菜，卷心白菜，山東白菜，翠玉白菜，黃芽菜，大白菜
4711247139007,,統稱(其他),蕪菁,Turnip,Brassica rapa  L. var.  rapa  (DC.) Metzg.,圓頭菜，蔓菁，諸葛菜，大頭菜
4711247139014,,統稱(其他),蕪菁,Turnip,Brassica rapa  L. var.  rapa  (DC.) Metzg.,圓頭菜，蔓菁，諸葛菜，大頭菜
4711247139090,,統稱(其他),蕪菁,Turnip,Brassica rapa  L. var.  rapa  (DC.) Metzg.,圓頭菜，蔓菁，諸葛菜，大頭菜
4711247140003,LZ1,統稱(其他),薺菜,Chinese cress， Shepherd’s purse,Capsella bursa-pastoris  L.,只只菜，薺，護生草，地米菜
4711247140010,,統稱(其他),薺菜,Chinese cress， Shepherd’s purse,Capsella bursa-pastoris  L.,只只菜，薺，護生草，地米菜
4711247140096,,統稱(其他),薺菜,Chinese cress， Shepherd’s purse,Capsella bursa-pastoris  L.,只只菜，薺，護生草，地米菜
4711247141000,LY1,統稱(其他),豆瓣菜,Water cress,Nasturtium officinale  R. Br.,西洋菜，水芥，水田芥，無心芥
4711247396691,,,柳松菇,Brown swordbelt,Agrocybe aegerita Singer,田頭菇
4711247396707,MX1,,茶樹菇,Brown swordbelt,Agrocybe aegerita Singer,
4711247396714,,,茶樹菇,Brown swordbelt,Agrocybe aegerita Singer,
4711247396721,,,茶樹菇,Brown swordbelt,Agrocybe aegerita Singer,
4711247396790,,,茶樹菇,Brown swordbelt,Agrocybe aegerita Singer,
4711247396806,MX1,,牛肝菌,Boletus rhodoxanthus,Boletus edalis  Bull. ex Fr.,大腳菇
4711247396813,,,牛肝菌,Boletus rhodoxanthus,Boletus edalis  Bull. ex Fr.,大腳菇
4711247396820,,,牛肝菌,Boletus rhodoxanthus,Boletus edalis  Bull. ex Fr.,大腳菇
4711247396899,,,牛肝菌,Boletus rhodoxanthus,Boletus edalis  Bull. ex Fr.,大腳菇
4711247397100,MX1,,雞腿菇,Shaggy ink Cap 或 Shaggy Mane,Coprinus comatus,雞腿蘑，毛頭鬼傘
4711247252102,,,大粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  Macf.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247252119,,,大粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  Macf.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247252195,,,大粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  Macf.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247252201,,,小粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  L.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247252218,,,小粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  L.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247252294,,,小粒種萊豆,Lima bean， Butter bean,Phaseolus lunatus  L.,皇帝豆，白扁豆，萊瑪豆，雪豆，細綿豆，觀音豆
4711247253000,,台中2號，白雪,菜豆,Green bean， Kindey bean， Common bean,Phaseolus vulgaris  L.,敏豆，四季豆，雲豆
4711247253017,,台中2號，白雪,菜豆,Green bean， Kindey bean， Common bean,Phaseolus vulgaris  L.,敏豆，四季豆，雲豆
4711247253093,FM9,台中2號，白雪,菜豆,Green bean， Kindey bean， Common bean,Phaseolus vulgaris  L.,敏豆，四季豆，雲豆
4711247256001,,統稱(其他),豌豆類,NA,,
4711247277105,FW1,,金針菜,Day-lily,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277112,,,金針菜,Day-lily,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277198,FW9,,金針菜,Day-lily,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277204,FW1,,金針鮮蕾,Day-lily buds,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277211,,,金針鮮蕾,Day-lily buds,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277297,FW9,,金針鮮蕾,Day-lily buds,Hemerocallis  spp.,萱草，黃花菜，忘憂，療愁，鹿箭
4711247277303,SZ3,,碧玉筍,Blanching Day-lily shoot,Hemerocallis  spp.,金針筍
4711247277310,,,碧玉筍,Blanching Day-lily shoot,Hemerocallis  spp.,金針筍
4711247277396,,,碧玉筍,Blanching Day-lily shoot,Hemerocallis  spp.,金針筍
4711247278003,SZ4,統稱(其他),百合,Lily,Lilium  spp.,
4711247216319,,高月，月華，日寶，大吉，青蓮,白苦瓜,Bitter melon,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216326,,高月，月華，日寶，大吉，青蓮,白苦瓜,Bitter melon,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216340,,高月，月華，日寶，大吉，青蓮,白苦瓜,Bitter melon,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247216395,FG9,高月，月華，日寶，大吉，青蓮,白苦瓜,Bitter melon,Momordica charantia  L.,錦荔枝，癩瓜，涼瓜，菩達
4711247222006,FU1,統稱(其他),隼人瓜,NA,,
4711247222013,,統稱(其他),隼人瓜,NA,,
4711247222099,,統稱(其他),隼人瓜,NA,,
4711247222105,,,隼人瓜,Chayote， Vegetable pear,Sechium edule  (Jacq.) Swartz.,梨瓜，佛手瓜，萬年瓜，香櫞瓜
4711247222112,,,隼人瓜,Chayote， Vegetable pear,Sechium edule  (Jacq.) Swartz.,梨瓜，佛手瓜，萬年瓜，香櫞瓜
4711247222198,,,隼人瓜,Chayote， Vegetable pear,Sechium edule  (Jacq.) Swartz.,梨瓜，佛手瓜，萬年瓜，香櫞瓜
4711247115018,,統稱(其他),球莖甘藍,Kohlrabi,Brassica oleracea  L. var.  gongylodes,結頭菜，菜鵠，芥頭菜，大頭菜，菜叩，芥頭菜
4711247115094,,統稱(其他),球莖甘藍,Kohlrabi,Brassica oleracea  L. var.  gongylodes,結頭菜，菜鵠，芥頭菜，大頭菜，菜叩，芥頭菜
